taxonomy,primary,displayName,level,isBasic,basicCategory
shopping > specialty_store > pharmacy_and_drug_store > pharmacy,pharmacy,Pharmacy,3,false,pharmacy_and_drug_store
shopping > specialty_store > pop_up_store,pop_up_store,Pop Up Store,2,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store,religious_and_spiritual_goods_store,Religious and Spiritual Goods Store,2,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store > buddhist_goods_store,buddhist_goods_store,Buddhist Goods Store,3,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store > christian_goods_store,christian_goods_store,Christian Goods Store,3,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store > christian_goods_store > church_supply_store,church_supply_store,Church Supply Store,4,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store > hindu_goods_store,hindu_goods_store,Hindu Goods Store,3,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store > islamic_goods_store,islamic_goods_store,Islamic Goods Store,3,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store > jewish_goods_store,jewish_goods_store,Jewish Goods Store,3,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store > mind_body_spirit_store,mind_body_spirit_store,Mind Body Spirit Store,3,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store > new_age_goods_store,new_age_goods_store,New Age Goods Store,3,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store > occult_store,occult_store,Occult Store,3,false,specialty_store
shopping > specialty_store > religious_and_spiritual_goods_store > pagan_goods_store,pagan_goods_store,Pagan Goods Store,3,false,specialty_store
shopping > specialty_store > safe_store,safe_store,Safe Store,2,false,specialty_store
shopping > specialty_store > safety_equipment_store,safety_equipment_store,Safety Equipment Store,2,false,specialty_store
shopping > specialty_store > smoke_and_vape_store,smoke_and_vape_store,Smoke and Vape Store,2,false,specialty_store
shopping > specialty_store > smoke_and_vape_store > cannabis_dispensary,cannabis_dispensary,Cannabis Dispensary,3,false,specialty_store
shopping > specialty_store > souvenir_store,souvenir_store,Souvenir Store,2,false,specialty_store
shopping > specialty_store > sporting_goods_store,sporting_goods_store,Sporting Goods Store,2,true,sporting_goods_store
shopping > specialty_store > sporting_goods_store > archery_store,archery_store,Archery Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > bike_store,bike_store,Bike Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > dive_store,dive_store,Dive Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > fitness_exercise_store,fitness_exercise_store,Fitness Exercise Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > golf_equipment_store,golf_equipment_store,Golf Equipment Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > hockey_equipment_store,hockey_equipment_store,Hockey Equipment Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > hunting_and_fishing_store,hunting_and_fishing_store,Hunting and Fishing Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > outdoor_store,outdoor_store,Outdoor Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > pool_and_billiards_store,pool_and_billiards_store,Pool and Billiards Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > skate_store,skate_store,Skate Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > ski_and_snowboard_store,ski_and_snowboard_store,Ski and Snowboard Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > sportswear_store,sportswear_store,Sportswear Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > sportswear_store > dancewear_store,dancewear_store,Dancewear Store,4,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > surf_store,surf_store,Surf Store,3,false,sporting_goods_store
shopping > specialty_store > sporting_goods_store > swimwear_store,swimwear_store,Swimwear Store,3,false,sporting_goods_store
shopping > specialty_store > tactical_supply_store,tactical_supply_store,Tactical Supply Store,2,false,specialty_store
shopping > specialty_store > tactical_supply_store > army_and_navy_store,army_and_navy_store,Army and Navy Store,3,false,specialty_store
shopping > specialty_store > tactical_supply_store > military_surplus_store,military_surplus_store,Military Surplus Store,3,false,specialty_store
shopping > specialty_store > toys_and_games_store,toys_and_games_store,Toys and Games Store,2,true,toys_and_games_store
shopping > specialty_store > toys_and_games_store > tabletop_games_store,tabletop_games_store,Tabletop Games Store,3,false,toys_and_games_store
shopping > specialty_store > toys_and_games_store > toy_store,toy_store,Toy Store,3,false,toys_and_games_store
shopping > specialty_store > trophy_store,trophy_store,Trophy Store,2,false,specialty_store
shopping > specialty_store > vehicle_parts_store,vehicle_parts_store,Vehicle Parts Store,2,true,vehicle_parts_store
shopping > specialty_store > vehicle_parts_store > auto_parts_store,auto_parts_store,Auto Parts Store,3,false,vehicle_parts_store
shopping > specialty_store > vehicle_parts_store > boat_parts_store,boat_parts_store,Boat Parts Store,3,false,vehicle_parts_store
shopping > specialty_store > vehicle_parts_store > motorcycle_parts_store,motorcycle_parts_store,Motorcycle Parts Store,3,false,vehicle_parts_store
shopping > specialty_store > vehicle_parts_store > motorsports_store,motorsports_store,Motorsports Store,3,false,vehicle_parts_store
shopping > specialty_store > vehicle_parts_store > rv_parts_store,rv_parts_store,RV Parts Store,3,false,vehicle_parts_store
shopping > superstore,superstore,Superstore,1,true,superstore
shopping > vehicle_dealer,vehicle_dealer,Vehicle Dealer,1,true,vehicle_dealer
shopping > vehicle_dealer > aircraft_dealer,aircraft_dealer,Aircraft Dealer,2,false,vehicle_dealer
shopping > vehicle_dealer > auto_dealer,auto_dealer,Auto Dealer,2,true,auto_dealer
shopping > vehicle_dealer > auto_dealer > auto_broker,auto_broker,Auto Broker,3,false,auto_dealer
shopping > vehicle_dealer > auto_dealer > auto_leasing,auto_leasing,Auto Leasing,3,false,auto_dealer
shopping > vehicle_dealer > auto_dealer > used_auto_dealer,used_auto_dealer,Used Auto Dealer,3,false,auto_dealer
shopping > vehicle_dealer > boat_dealer,boat_dealer,Boat Dealer,2,false,vehicle_dealer
shopping > vehicle_dealer > commercial_vehicle_dealer,commercial_vehicle_dealer,Commercial Vehicle Dealer,2,false,vehicle_dealer
shopping > vehicle_dealer > forklift_dealer,forklift_dealer,Forklift Dealer,2,false,vehicle_dealer
shopping > vehicle_dealer > golf_cart_dealer,golf_cart_dealer,Golf Cart Dealer,2,false,vehicle_dealer
shopping > vehicle_dealer > motorcycle_dealer,motorcycle_dealer,Motorcycle Dealer,2,false,vehicle_dealer
shopping > vehicle_dealer > motorsport_vehicle_dealer,motorsport_vehicle_dealer,Motorsport Vehicle Dealer,2,false,vehicle_dealer
shopping > vehicle_dealer > recreational_vehicle_dealer,recreational_vehicle_dealer,Recreational Vehicle Dealer,2,false,vehicle_dealer
shopping > vehicle_dealer > scooter_dealer,scooter_dealer,Scooter Dealer,2,false,vehicle_dealer
shopping > vehicle_dealer > trailer_dealer,trailer_dealer,Trailer Dealer,2,false,vehicle_dealer
shopping > vehicle_dealer > truck_dealer,truck_dealer,Truck Dealer,2,false,vehicle_dealer
shopping > warehouse_club_store,warehouse_club_store,Warehouse Club Store,1,true,warehouse_club_store
sports_and_recreation,sports_and_recreation,Sports and Recreation,0,true,sports_and_recreation
sports_and_recreation > park,park,Park,1,true,park
sports_and_recreation > park > dog_park,dog_park,Dog Park,2,true,dog_park
sports_and_recreation > park > mountain_bike_park,mountain_bike_park,Mountain Bike Park,2,false,park
sports_and_recreation > park > national_park,national_park,National Park,2,true,national_park
sports_and_recreation > park > playground,playground,Playground,2,true,playground
sports_and_recreation > park > state_park,state_park,State Park,2,false,park
sports_and_recreation > park > water_park,water_park,Water Park,2,false,park
sports_and_recreation > recreational_equipment_rental,recreational_equipment_rental,Recreational Equipment Rental,1,true,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > atv_rental_tour,atv_rental_tour,ATV Rental Tour,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > beach_equipment_rental,beach_equipment_rental,Beach Equipment Rental,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > bike_rental,bike_rental,Bike Rental,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > boat_hire_service,boat_hire_service,Boat Hire Service,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > boat_rental_and_training,boat_rental_and_training,Boat Rental and Training,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > canoe_and_kayak_hire_service,canoe_and_kayak_hire_service,Canoe and Kayak Hire Service,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > jet_skis_rental,jet_skis_rental,Jet Skis Rental,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > paddleboard_rental,paddleboard_rental,Paddleboard Rental,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > scooter_rental,scooter_rental,Scooter Rental,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > sledding_rental,sledding_rental,Sledding Rental,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > snorkeling_equipment_rental,snorkeling_equipment_rental,Snorkeling Equipment Rental,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > sport_equipment_rental,sport_equipment_rental,Sport Equipment Rental,2,false,recreational_equipment_rental
sports_and_recreation > recreational_equipment_rental > surfboard_rental,surfboard_rental,Surfboard Rental,2,false,recreational_equipment_rental
sports_and_recreation > recreational_trail_or_path,recreational_trail_or_path,Recreational Trail or Path,1,true,recreational_trail_or_path
sports_and_recreation > recreational_trail_or_path > backpacking_area,backpacking_area,Backpacking Area,2,false,recreational_trail_or_path
sports_and_recreation > recreational_trail_or_path > bike_path,bike_path,Bike Path,2,false,recreational_trail_or_path
sports_and_recreation > recreational_trail_or_path > hiking_trail,hiking_trail,Hiking Trail,2,false,recreational_trail_or_path
sports_and_recreation > recreational_trail_or_path > mountain_bike_trail,mountain_bike_trail,Mountain Bike Trail,2,false,recreational_trail_or_path
sports_and_recreation > sport_league,sport_league,Sport League,1,true,sport_league
sports_and_recreation > sport_league > amateur_sport_league,amateur_sport_league,Amateur Sport League,2,false,sport_league
sports_and_recreation > sport_league > esports_league,esports_league,Esports League,2,false,sport_league
sports_and_recreation > sport_league > professional_sport_league,professional_sport_league,Professional Sport League,2,false,sport_league
sports_and_recreation > sport_league > school_sport_league,school_sport_league,School Sport League,2,false,sport_league
sports_and_recreation > sport_or_fitness_facility,sport_or_fitness_facility,Sport or Fitness Facility,1,true,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > adventure_sport,adventure_sport,Adventure Sport,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > adventure_sport > axe_throwing,axe_throwing,Axe Throwing,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > adventure_sport > bungee_jumping_center,bungee_jumping_center,Bungee Jumping Center,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > adventure_sport > challenge_courses_center,challenge_courses_center,Challenge Courses Center,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > adventure_sport > cliff_jumping_center,cliff_jumping_center,Cliff Jumping Center,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > adventure_sport > climbing_service,climbing_service,Climbing Service,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > adventure_sport > high_gliding_center,high_gliding_center,High Gliding Center,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > adventure_sport > rock_climbing_spot,rock_climbing_spot,Rock Climbing Spot,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > adventure_sport > ziplining_center,ziplining_center,Ziplining Center,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > adventure_sports_center,adventure_sports_center,Adventure Sports Center,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > atv_recreation_park,atv_recreation_park,ATV Recreation Park,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > batting_cage,batting_cage,Batting Cage,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > bowling_alley,bowling_alley,Bowling Alley,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > boxing_class,boxing_class,Boxing Class,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > boxing_gym,boxing_gym,Boxing Gym,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > cardio_class,cardio_class,Cardio Class,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > climbing_class,climbing_class,Climbing Class,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > curling_center,curling_center,Curling Center,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > curling_ice,curling_ice,Curling Ice,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > cycling_class,cycling_class,Cycling Class,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > dance_studio,dance_studio,Dance Studio,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > diving_center,diving_center,Diving Center,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > diving_center > free_diving_center,free_diving_center,Free Diving Center,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > diving_center > scuba_diving_center,scuba_diving_center,Scuba Diving Center,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > diving_instruction,diving_instruction,Diving Instruction,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > diving_instruction > free_diving_instruction,free_diving_instruction,Free Diving Instruction,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > diving_instruction > scuba_diving_instruction,scuba_diving_instruction,Scuba Diving Instruction,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > fitness_studio,fitness_studio,Fitness Studio,2,true,fitness_studio
sports_and_recreation > sport_or_fitness_facility > fitness_studio > aerial_fitness_center,aerial_fitness_center,Aerial Fitness Center,3,false,fitness_studio
sports_and_recreation > sport_or_fitness_facility > fitness_studio > barre_class,barre_class,Barre Class,3,false,fitness_studio
sports_and_recreation > sport_or_fitness_facility > fitness_studio > boot_camp,boot_camp,Boot Camp,3,false,fitness_studio
sports_and_recreation > sport_or_fitness_facility > fitness_studio > pilates_studio,pilates_studio,Pilates Studio,3,false,fitness_studio
sports_and_recreation > sport_or_fitness_facility > fitness_studio > qi_gong_studio,qi_gong_studio,Qi Gong Studio,3,false,fitness_studio
sports_and_recreation > sport_or_fitness_facility > fitness_studio > tai_chi_studio,tai_chi_studio,Tai Chi Studio,3,false,fitness_studio
sports_and_recreation > sport_or_fitness_facility > fitness_studio > yoga_studio,yoga_studio,Yoga Studio,3,false,fitness_studio
sports_and_recreation > sport_or_fitness_facility > fitness_trainer,fitness_trainer,Fitness Trainer,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > flyboarding_center,flyboarding_center,Flyboarding Center,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > flyboarding_rental,flyboarding_rental,Flyboarding Rental,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > golf_course,golf_course,Golf Course,2,true,golf_course
sports_and_recreation > sport_or_fitness_facility > golf_course > driving_range,driving_range,Driving Range,3,false,golf_course
sports_and_recreation > sport_or_fitness_facility > golf_instructor,golf_instructor,Golf Instructor,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > gym,gym,Gym,2,true,gym
sports_and_recreation > sport_or_fitness_facility > gym > cycle_studio,cycle_studio,Cycle Studio,3,false,gym
sports_and_recreation > sport_or_fitness_facility > gymnastics_center,gymnastics_center,Gymnastics Center,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > hang_gliding_center,hang_gliding_center,Hang Gliding Center,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > hockey_rink,hockey_rink,Hockey Rink,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > hockey_rink > ice_hockey_rink,ice_hockey_rink,Ice Hockey Rink,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > hockey_rink > roller_hockey_rink,roller_hockey_rink,Roller Hockey Rink,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > horse_riding,horse_riding,Horse Riding,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > horse_riding > equestrian_facility,equestrian_facility,Equestrian Facility,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > horseback_riding_service,horseback_riding_service,Horseback Riding Service,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > indoor_playcenter,indoor_playcenter,Indoor Playcenter,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > kiteboarding,kiteboarding,Kiteboarding,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > kiteboarding_instruction,kiteboarding_instruction,Kiteboarding Instruction,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > laser_tag,laser_tag,Laser Tag,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > miniature_golf_course,miniature_golf_course,Miniature Golf Course,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > paddleboarding_center,paddleboarding_center,Paddleboarding Center,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > paddleboarding_lessons,paddleboarding_lessons,Paddleboarding Lessons,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > paintball,paintball,Paintball,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > parasailing_ride_service,parasailing_ride_service,Parasailing Ride Service,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > pool_billiards,pool_billiards,Pool Billiards,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > pool_billiards > pool_hall,pool_hall,Pool Hall,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > race_track,race_track,Race Track,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > race_track > go_kart_track,go_kart_track,Go Kart Track,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > race_track > horse_racing_track,horse_racing_track,Horse Racing Track,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > race_track > motor_race_track,motor_race_track,Motor Race Track,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > race_track > track_and_field_track,track_and_field_track,Track and Field Track,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > race_track > velodrome,velodrome,Velodrome,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > racing_experience,racing_experience,Racing Experience,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > rock_climbing_gym,rock_climbing_gym,Rock Climbing Gym,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > rock_climbing_instructor,rock_climbing_instructor,Rock Climbing Instructor,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > running_and_track,running_and_track,Running and Track,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > running_and_track > running,running,Running,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > running_and_track > track_field_event,track_field_event,Track Field Event,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > self_defense_class,self_defense_class,Self Defense Class,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > shooting_range,shooting_range,Shooting Range,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > shooting_range > archery_range,archery_range,Archery Range,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > skate_park,skate_park,Skate Park,2,true,skate_park
sports_and_recreation > sport_or_fitness_facility > skating_rink,skating_rink,Skating Rink,2,true,skating_rink
sports_and_recreation > sport_or_fitness_facility > skating_rink > ice_skating_rink,ice_skating_rink,Ice Skating Rink,3,false,skating_rink
sports_and_recreation > sport_or_fitness_facility > skating_rink > roller_skating_rink,roller_skating_rink,Roller Skating Rink,3,false,skating_rink
sports_and_recreation > sport_or_fitness_facility > ski_and_snowboard_school,ski_and_snowboard_school,Ski and Snowboard School,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > sky_diving,sky_diving,Sky Diving,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > sky_diving > sky_diving_drop_zone,sky_diving_drop_zone,Sky Diving Drop Zone,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > sky_diving > skydiving_center,skydiving_center,Skydiving Center,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > snow_sport,snow_sport,Snow Sport,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > snow_sport > bobsledding_field,bobsledding_field,Bobsledding Field,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > snow_sport > ski_area,ski_area,Ski Area,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > snow_sport > ski_chairlift,ski_chairlift,Ski Chairlift,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > snow_sport > ski_chalet,ski_chalet,Ski Chalet,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > snow_sport > ski_resort_area,ski_resort_area,Ski Resort Area,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > snow_sport > snowboarding_center,snowboarding_center,Snowboarding Center,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > sport_court,sport_court,Sport Court,2,true,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > badminton_court,badminton_court,Badminton Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > basketball_court,basketball_court,Basketball Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > beach_volleyball_court,beach_volleyball_court,Beach Volleyball Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > bocce_ball_court,bocce_ball_court,Bocce Ball Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > handball_court,handball_court,Handball Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > pickleball_court,pickleball_court,Pickleball Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > racquetball_court,racquetball_court,Racquetball Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > squash_court,squash_court,Squash Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > street_hockey_court,street_hockey_court,Street Hockey Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > tennis_court,tennis_court,Tennis Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_court > volleyball_court,volleyball_court,Volleyball Court,3,false,sport_court
sports_and_recreation > sport_or_fitness_facility > sport_field,sport_field,Sport Field,2,true,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > airsoft_field,airsoft_field,Airsoft Field,3,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > american_football_field,american_football_field,American Football Field,3,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > baseball_field,baseball_field,Baseball Field,3,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > disc_golf_course,disc_golf_course,Disc Golf Course,3,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > futsal_field,futsal_field,Futsal Field,3,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > hockey_field,hockey_field,Hockey Field,3,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > hockey_field > field_hockey_pitch,field_hockey_pitch,Field Hockey Pitch,4,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > lacrosse_field,lacrosse_field,Lacrosse Field,3,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > rugby_pitch,rugby_pitch,Rugby Pitch,3,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > soccer_field,soccer_field,Soccer Field,3,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sport_field > softball_field,softball_field,Softball Field,3,false,sport_field
sports_and_recreation > sport_or_fitness_facility > sports_complex,sports_complex,Sports Complex,2,true,sports_complex
sports_and_recreation > sport_or_fitness_facility > surfing_school,surfing_school,Surfing School,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > swimming_pool,swimming_pool,Swimming Pool,2,true,swimming_pool
sports_and_recreation > sport_or_fitness_facility > swimming_pool > swimming_instructor,swimming_instructor,Swimming Instructor,3,false,swimming_pool
sports_and_recreation > sport_or_fitness_facility > trampoline_park,trampoline_park,Trampoline Park,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > tubing_provider,tubing_provider,Tubing Provider,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > water_sport,water_sport,Water Sport,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > water_sport > boating_place,boating_place,Boating Place,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > water_sport > fishing,fishing,Fishing,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > water_sport > fishing > fishing_area,fishing_area,Fishing Area,4,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > water_sport > fishing > fishing_charter,fishing_charter,Fishing Charter,4,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > water_sport > rafting_kayaking_area,rafting_kayaking_area,Rafting Kayaking Area,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > water_sport > sailing_area,sailing_area,Sailing Area,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > water_sport > snorkeling,snorkeling,Snorkeling,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > water_sport > surfing,surfing,Surfing,3,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > water_sport > surfing > windsurfing_center,windsurfing_center,Windsurfing Center,4,false,sport_or_fitness_facility
sports_and_recreation > sport_or_fitness_facility > wildlife_hunting_range,wildlife_hunting_range,Wildlife Hunting Range,2,false,sport_or_fitness_facility
sports_and_recreation > sport_or_recreation_club,sport_or_recreation_club,Sport or Recreation Club,1,true,sport_or_recreation_club
sports_and_recreation > sport_or_recreation_club > beach_volleyball_club,beach_volleyball_club,Beach Volleyball Club,2,false,sport_or_recreation_club
sports_and_recreation > sport_or_recreation_club > curling_club,curling_club,Curling Club,2,false,sport_or_recreation_club
sports_and_recreation > sport_or_recreation_club > fencing_club,fencing_club,Fencing Club,2,false,sport_or_recreation_club
sports_and_recreation > sport_or_recreation_club > fishing_club,fishing_club,Fishing Club,2,false,sport_or_recreation_club
sports_and_recreation > sport_or_recreation_club > football_club,football_club,Football Club,2,false,sport_or_recreation_club
sports_and_recreation > sport_or_recreation_club > go_kart_club,go_kart_club,Go Kart Club,2,false,sport_or_recreation_club
sports_and_recreation > sport_or_recreation_club > golf_club,golf_club,Golf Club,2,false,sport_or_recreation_club
sports_and_recreation > sport_or_recreation_club > golf_club > indoor_golf_center,indoor_golf_center,Indoor Golf Center,3,false,sport_or_recreation_club
sports_and_recreation > sport_or_recreation_club > gymnastics_club,gymnastics_club,Gymnastics Club,2,false,sport_or_recreation_club
